date,region,latitude,longitude,temperature,humidite_air,precipitations,rayonnement,vitesse_vent,evapotranspiration,humidite_sol,type_sol,type_plante,stade_croissance,besoin_eau_annuel_mm,besoin_eau_journalier_mm
2023-05-29,dakhla_oued_ed_dahab,23.68,-15.96,19.92,85.68,2.97,20.86,4.82,0.03,44.2,limoneux,melon,floraison,400,0.0
2023-05-30,dakhla_oued_ed_dahab,23.68,-15.96,20.28,85.85,0.06,26.47,6.35,0.07,33.2,argilo-limoneux,pastèque,maturité,400,0.0
2023-05-31,dakhla_oued_ed_dahab,23.68,-15.96,20.26,88.3,0.02,27.32,5.44,0.07,62.4,sableux,poivron,floraison,550,0.05
2023-06-01,dakhla_oued_ed_dahab,23.68,-15.96,20.9,87.32,0.08,30.3,3.76,0.06,73.2,limoneux,poivron,maturité,550,0.0
2023-06-02,dakhla_oued_ed_dahab,23.68,-15.96,21.32,83.92,0.03,30.01,4.11,0.08,32.1,limoneux,tomate,croissance,600,0.03
2023-06-03,dakhla_oued_ed_dahab,23.68,-15.96,21.38,82.24,0.01,29.76,4.11,0.07,32.1,calcaire,poivron,croissance,550,0.04
2023-06-04,dakhla_oued_ed_dahab,23.68,-15.96,21.7,85.25,0.02,29.75,4.01,0.07,29.3,sableux,poivron,croissance,550,0.03
2023-06-05,dakhla_oued_ed_dahab,23.68,-15.96,21.64,86.34,0.0,29.8,3.09,0.06,22.6,calcaire,tomate,floraison,600,0.07
2023-06-06,dakhla_oued_ed_dahab,23.68,-15.96,21.98,88.41,0.0,29.93,2.83,0.06,27.3,sableux,courgette,floraison,500,0.06
2023-06-07,dakhla_oued_ed_dahab,23.68,-15.96,23.15,91.91,0.0,27.05,3.0,0.07,23.9,limoneux,tomate,floraison,600,0.08
2023-06-08,dakhla_oued_ed_dahab,23.68,-15.96,22.81,88.22,0.0,27.42,4.17,0.07,33.1,calcaire,melon,croissance,400,0.05
2023-06-09,dakhla_oued_ed_dahab,23.68,-15.96,22.16,84.16,0.0,29.18,4.69,0.06,61.1,argilo-limoneux,tomate,maturité,600,0.05
2023-06-10,dakhla_oued_ed_dahab,23.68,-15.96,22.4,83.72,0.0,29.36,4.91,0.07,15.3,sableux,melon,floraison,400,0.07
2023-06-11,dakhla_oued_ed_dahab,23.68,-15.96,22.26,85.37,0.0,29.77,5.05,0.07,43.4,limoneux,pastèque,floraison,400,0.07
2023-06-12,dakhla_oued_ed_dahab,23.68,-15.96,22.1,84.87,0.0,29.57,5.54,0.07,58.7,calcaire,courgette,croissance,500,0.05
2023-06-13,dakhla_oued_ed_dahab,23.68,-15.96,21.92,88.5,0.0,29.6,5.48,0.06,58.9,argileux,melon,floraison,400,0.06
2023-06-14,dakhla_oued_ed_dahab,23.68,-15.96,21.42,84.41,0.0,29.3,6.18,0.06,22.0,calcaire,tomate,croissance,600,0.04
2023-06-15,dakhla_oued_ed_dahab,23.68,-15.96,21.53,86.16,0.04,29.22,6.1,0.06,65.5,calcaire,tomate,maturité,600,0.01
2023-06-16,dakhla_oued_ed_dahab,23.68,-15.96,21.42,86.49,0.02,29.31,6.08,0.06,34.6,argileux,melon,floraison,400,0.04
2023-06-17,dakhla_oued_ed_dahab,23.68,-15.96,21.81,84.59,0.08,29.36,5.72,0.06,46.6,calcaire,pastèque,croissance,400,0.0
2023-06-18,dakhla_oued_ed_dahab,23.68,-15.96,21.23,89.57,0.2,29.44,5.63,0.06,20.0,argileux,courgette,croissance,500,0.0
2023-06-19,dakhla_oued_ed_dahab,23.68,-15.96,21.3,90.04,0.3,29.01,5.15,0.05,38.7,calcaire,melon,germination,400,0.0
2023-06-20,dakhla_oued_ed_dahab,23.68,-15.96,21.63,88.91,0.0,29.45,4.33,0.05,51.3,calcaire,melon,floraison,400,0.05
2023-06-21,dakhla_oued_ed_dahab,23.68,-15.96,21.58,90.81,0.0,28.21,4.54,0.05,23.9,argilo-limoneux,tomate,floraison,600,0.06
2023-06-22,dakhla_oued_ed_dahab,23.68,-15.96,21.8,88.72,0.0,27.41,6.79,0.06,37.4,argilo-limoneux,melon,floraison,400,0.06
2023-06-23,dakhla_oued_ed_dahab,23.68,-15.96,21.36,88.36,0.0,25.54,6.69,0.05,33.5,limoneux,courgette,floraison,500,0.05
2023-06-24,dakhla_oued_ed_dahab,23.68,-15.96,21.26,90.73,0.0,28.9,5.77,0.05,58.7,sableux,melon,germination,400,0.03
2023-06-25,dakhla_oued_ed_dahab,23.68,-15.96,21.59,85.11,0.0,29.45,4.67,0.05,32.3,argilo-limoneux,melon,maturité,400,0.04
2023-06-26,dakhla_oued_ed_dahab,23.68,-15.96,21.55,86.63,0.0,29.26,3.31,0.04,65.1,sableux,melon,maturité,400,0.03
2023-06-27,dakhla_oued_ed_dahab,23.68,-15.96,21.9,90.79,0.0,27.78,3.96,0.04,27.5,sableux,pastèque,germination,400,0.02
2023-06-28,dakhla_oued_ed_dahab,23.68,-15.96,22.41,93.58,0.0,26.42,5.03,0.04,71.0,argileux,melon,floraison,400,0.04
2023-06-29,dakhla_oued_ed_dahab,23.68,-15.96,22.36,90.65,0.0,23.98,6.81,0.04,15.4,argileux,pastèque,maturité,400,0.03
2023-06-30,dakhla_oued_ed_dahab,23.68,-15.96,21.95,87.76,0.0,26.1,7.49,0.05,48.3,sableux,courgette,maturité,500,0.04
2023-07-01,dakhla_oued_ed_dahab,23.68,-15.96,21.34,89.57,0.0,26.37,6.14,0.05,26.2,sableux,pastèque,croissance,400,0.04
2023-07-02,dakhla_oued_ed_dahab,23.68,-15.96,21.81,87.73,0.0,25.88,5.63,0.05,44.4,calcaire,melon,floraison,400,0.05
2023-07-03,dakhla_oued_ed_dahab,23.68,-15.96,21.93,89.62,0.0,26.53,4.77,0.04,48.6,argilo-limoneux,courgette,floraison,500,0.04
2023-07-04,dakhla_oued_ed_dahab,23.68,-15.96,21.96,91.85,0.0,25.9,5.99,0.04,62.5,argileux,melon,croissance,400,0.03
2023-07-05,dakhla_oued_ed_dahab,23.68,-15.96,22.19,90.26,0.0,25.05,7.05,0.04,72.4,limoneux,poivron,floraison,550,0.04
2023-07-06,dakhla_oued_ed_dahab,23.68,-15.96,22.08,87.86,0.0,24.33,7.34,0.05,40.0,limoneux,melon,germination,400,0.03
2023-07-07,dakhla_oued_ed_dahab,23.68,-15.96,21.53,87.21,0.0,23.69,6.61,0.04,22.2,argileux,melon,croissance,400,0.03
2023-07-08,dakhla_oued_ed_dahab,23.68,-15.96,21.09,87.92,0.0,27.11,6.87,0.04,50.9,argileux,courgette,maturité,500,0.03
2023-07-09,dakhla_oued_ed_dahab,23.68,-15.96,21.18,89.05,0.0,27.63,7.02,0.04,41.2,calcaire,courgette,maturité,500,0.03
2023-07-10,dakhla_oued_ed_dahab,23.68,-15.96,21.12,91.37,0.0,26.19,6.83,0.04,37.4,argileux,courgette,maturité,500,0.03
2023-07-11,dakhla_oued_ed_dahab,23.68,-15.96,21.76,87.34,0.0,20.81,7.02,0.04,24.8,limoneux,pastèque,germination,400,0.02
2023-07-12,dakhla_oued_ed_dahab,23.68,-15.96,22.83,81.45,0.0,26.3,4.04,0.04,42.7,limoneux,tomate,croissance,600,0.03
2023-07-13,dakhla_oued_ed_dahab,23.68,-15.96,22.75,85.2,0.0,25.13,6.32,0.04,18.2,sableux,poivron,floraison,550,0.04
2023-07-14,dakhla_oued_ed_dahab,23.68,-15.96,24.57,69.53,0.0,24.88,7.93,0.05,17.9,limoneux,courgette,maturité,500,0.04
2023-07-15,dakhla_oued_ed_dahab,23.68,-15.96,22.8,78.52,0.0,23.94,8.21,0.05,26.6,calcaire,courgette,germination,500,0.03
2023-07-16,dakhla_oued_ed_dahab,23.68,-15.96,21.37,90.28,0.0,25.8,6.6,0.04,60.2,calcaire,poivron,germination,550,0.02
2023-07-17,dakhla_oued_ed_dahab,23.68,-15.96,21.43,89.51,0.0,26.93,6.29,0.04,64.6,limoneux,pastèque,floraison,400,0.04
2023-07-18,dakhla_oued_ed_dahab,23.68,-15.96,22.37,86.17,0.0,26.41,6.65,0.04,20.8,limoneux,courgette,floraison,500,0.04
2023-07-19,dakhla_oued_ed_dahab,23.68,-15.96,22.97,86.19,0.0,25.89,7.02,0.04,15.8,sableux,pastèque,floraison,400,0.04
2023-07-20,dakhla_oued_ed_dahab,23.68,-15.96,22.25,88.77,0.0,24.36,6.8,0.04,61.7,limoneux,pastèque,floraison,400,0.04
2023-07-21,dakhla_oued_ed_dahab,23.68,-15.96,21.46,90.98,0.0,22.35,8.26,0.03,21.1,sableux,melon,floraison,400,0.03
2023-07-22,dakhla_oued_ed_dahab,23.68,-15.96,21.22,88.8,0.0,23.84,7.87,0.03,62.7,sableux,poivron,croissance,550,0.02
2023-07-23,dakhla_oued_ed_dahab,23.68,-15.96,21.12,87.69,0.0,25.86,7.13,0.03,42.6,argilo-limoneux,pastèque,germination,400,0.01
2023-07-24,dakhla_oued_ed_dahab,23.68,-15.96,20.87,89.38,0.0,25.91,6.47,0.03,70.4,sableux,tomate,germination,600,0.02
2023-07-25,dakhla_oued_ed_dahab,23.68,-15.96,21.5,87.13,0.0,27.04,7.26,0.03,56.5,limoneux,melon,floraison,400,0.03
2023-07-26,dakhla_oued_ed_dahab,23.68,-15.96,21.6,88.35,0.0,26.37,7.89,0.03,46.4,calcaire,poivron,maturité,550,0.03
2023-07-27,dakhla_oued_ed_dahab,23.68,-15.96,21.28,87.24,0.0,27.23,7.74,0.03,16.7,limoneux,courgette,croissance,500,0.02
2023-07-28,dakhla_oued_ed_dahab,23.68,-15.96,21.11,86.64,0.0,28.51,6.99,0.03,66.4,sableux,tomate,croissance,600,0.02
2023-07-29,dakhla_oued_ed_dahab,23.68,-15.96,21.22,87.67,0.0,26.37,6.88,0.03,22.5,limoneux,poivron,croissance,550,0.02
2023-07-30,dakhla_oued_ed_dahab,23.68,-15.96,21.12,90.69,0.0,25.6,6.71,0.03,56.4,argilo-limoneux,poivron,germination,550,0.02
2023-07-31,dakhla_oued_ed_dahab,23.68,-15.96,21.57,90.24,0.0,24.8,5.6,0.02,61.5,argileux,tomate,germination,600,0.01
2023-08-01,dakhla_oued_ed_dahab,23.68,-15.96,21.55,89.38,0.0,25.8,6.11,0.03,21.5,sableux,melon,germination,400,0.01
2023-08-02,dakhla_oued_ed_dahab,23.68,-15.96,21.71,85.82,0.0,23.93,8.29,0.03,22.1,argilo-limoneux,pastèque,germination,400,0.01
2023-08-03,dakhla_oued_ed_dahab,23.68,-15.96,21.53,87.62,0.0,25.56,6.69,0.03,33.1,argileux,courgette,germination,500,0.01
2023-08-04,dakhla_oued_ed_dahab,23.68,-15.96,21.53,86.89,0.0,26.69,7.4,0.03,70.2,argileux,tomate,germination,600,0.02
2023-08-05,dakhla_oued_ed_dahab,23.68,-15.96,21.1,88.8,0.0,28.1,6.24,0.03,55.2,sableux,poivron,croissance,550,0.02
2023-08-06,dakhla_oued_ed_dahab,23.68,-15.96,21.36,90.77,0.0,28.93,4.28,0.02,65.8,sableux,tomate,germination,600,0.01
2023-08-07,dakhla_oued_ed_dahab,23.68,-15.96,21.68,83.18,0.0,28.44,3.71,0.02,24.6,limoneux,courgette,floraison,500,0.02
2023-08-08,dakhla_oued_ed_dahab,23.68,-15.96,21.86,88.86,0.0,27.93,4.51,0.02,49.2,calcaire,pastèque,croissance,400,0.01
2023-08-09,dakhla_oued_ed_dahab,23.68,-15.96,21.65,92.32,0.0,24.55,6.38,0.02,28.0,calcaire,tomate,germination,600,0.01
2023-08-10,dakhla_oued_ed_dahab,23.68,-15.96,22.22,89.15,0.0,19.35,7.28,0.02,69.1,sableux,poivron,floraison,550,0.02
2023-08-11,dakhla_oued_ed_dahab,23.68,-15.96,24.03,71.75,0.0,23.43,5.43,0.02,70.5,argileux,pastèque,germination,400,0.01
2023-08-12,dakhla_oued_ed_dahab,23.68,-15.96,24.41,72.37,0.0,24.24,2.87,0.01,56.9,limoneux,pastèque,maturité,400,0.01
2023-08-13,dakhla_oued_ed_dahab,23.68,-15.96,23.26,88.53,0.0,25.51,2.62,0.02,25.9,argileux,poivron,maturité,550,0.02
2023-08-14,dakhla_oued_ed_dahab,23.68,-15.96,23.18,86.43,0.0,26.8,5.56,0.02,27.9,argilo-limoneux,courgette,maturité,500,0.02
2023-08-15,dakhla_oued_ed_dahab,23.68,-15.96,23.95,76.02,0.0,24.39,6.76,0.02,60.7,argileux,poivron,maturité,550,0.02
2023-08-16,dakhla_oued_ed_dahab,23.68,-15.96,23.12,79.27,0.0,24.64,5.55,0.03,21.6,argilo-limoneux,courgette,germination,500,0.01
2023-08-17,dakhla_oued_ed_dahab,23.68,-15.96,21.82,91.61,0.0,25.42,4.97,0.02,57.3,limoneux,poivron,maturité,550,0.02
2023-08-18,dakhla_oued_ed_dahab,23.68,-15.96,22.02,90.46,0.0,24.4,6.15,0.02,34.7,argileux,pastèque,germination,400,0.01
2023-08-19,dakhla_oued_ed_dahab,23.68,-15.96,25.09,73.3,0.0,23.8,3.53,0.01,42.4,limoneux,tomate,maturité,600,0.01
2023-08-20,dakhla_oued_ed_dahab,23.68,-15.96,25.91,68.46,0.0,22.79,4.38,0.02,48.2,sableux,courgette,maturité,500,0.02
2023-08-21,dakhla_oued_ed_dahab,23.68,-15.96,23.81,85.06,0.0,16.51,3.83,0.02,66.4,sableux,courgette,maturité,500,0.02
2023-08-22,dakhla_oued_ed_dahab,23.68,-15.96,23.26,90.41,0.0,22.68,5.53,0.02,15.8,sableux,melon,floraison,400,0.02
2023-08-23,dakhla_oued_ed_dahab,23.68,-15.96,23.31,88.21,0.0,24.84,6.02,0.02,41.3,argilo-limoneux,melon,germination,400,0.01
2023-08-24,dakhla_oued_ed_dahab,23.68,-15.96,23.6,87.51,0.0,22.87,3.34,0.02,38.7,sableux,tomate,germination,600,0.01
2023-08-25,dakhla_oued_ed_dahab,23.68,-15.96,24.46,79.61,0.0,18.15,3.86,0.01,18.9,sableux,pastèque,germination,400,0.0
2023-08-26,dakhla_oued_ed_dahab,23.68,-15.96,23.88,82.15,0.0,22.75,6.45,0.01,50.7,sableux,poivron,floraison,550,0.01
2023-08-27,dakhla_oued_ed_dahab,23.68,-15.96,23.46,83.52,0.0,24.66,8.06,0.02,65.3,sableux,melon,germination,400,0.01
2023-08-28,dakhla_oued_ed_dahab,23.68,-15.96,22.41,82.42,0.0,23.38,8.94,0.02,50.6,calcaire,melon,floraison,400,0.02
2023-08-29,dakhla_oued_ed_dahab,23.68,-15.96,21.89,85.84,0.0,24.65,6.83,0.02,55.0,argilo-limoneux,melon,floraison,400,0.02
2023-08-30,dakhla_oued_ed_dahab,23.68,-15.96,22.38,83.46,0.0,25.63,5.91,0.02,31.7,calcaire,melon,maturité,400,0.01
2023-08-31,dakhla_oued_ed_dahab,23.68,-15.96,22.96,79.38,0.0,24.39,5.85,0.02,30.0,argileux,melon,germination,400,0.01
2023-09-01,dakhla_oued_ed_dahab,23.68,-15.96,22.71,80.74,0.0,22.48,6.18,0.02,16.8,sableux,melon,croissance,400,0.01
2023-09-02,dakhla_oued_ed_dahab,23.68,-15.96,22.58,82.6,0.0,24.05,6.57,0.02,55.7,argilo-limoneux,tomate,germination,600,0.01
2023-09-03,dakhla_oued_ed_dahab,23.68,-15.96,22.59,85.05,0.0,25.7,5.55,0.02,55.8,calcaire,poivron,maturité,550,0.02
2023-09-04,dakhla_oued_ed_dahab,23.68,-15.96,22.08,89.76,0.0,26.45,4.8,0.02,52.4,calcaire,poivron,floraison,550,0.02
2023-09-05,dakhla_oued_ed_dahab,23.68,-15.96,22.4,85.8,0.0,25.98,6.46,0.02,27.1,argilo-limoneux,tomate,maturité,600,0.02
2023-09-06,dakhla_oued_ed_dahab,23.68,-15.96,23.05,85.1,0.0,24.35,5.12,0.02,30.7,calcaire,melon,maturité,400,0.01
2023-09-07,dakhla_oued_ed_dahab,23.68,-15.96,23.11,89.66,0.0,23.38,3.42,0.02,74.4,argileux,courgette,germination,500,0.01
2023-09-08,dakhla_oued_ed_dahab,23.68,-15.96,23.08,90.46,0.0,24.14,4.83,0.01,33.9,argilo-limoneux,tomate,maturité,600,0.01
2023-09-09,dakhla_oued_ed_dahab,23.68,-15.96,22.89,89.66,0.0,24.33,6.1,0.01,17.2,argilo-limoneux,melon,maturité,400,0.01
2023-09-10,dakhla_oued_ed_dahab,23.68,-15.96,22.63,87.58,0.0,23.97,6.13,0.02,44.5,sableux,poivron,floraison,550,0.02
2023-09-11,dakhla_oued_ed_dahab,23.68,-15.96,22.11,87.15,0.0,22.29,6.2,0.01,44.2,argilo-limoneux,poivron,floraison,550,0.01
2023-09-12,dakhla_oued_ed_dahab,23.68,-15.96,22.35,87.31,0.0,20.9,6.38,0.01,56.1,calcaire,tomate,maturité,600,0.01
2023-09-13,dakhla_oued_ed_dahab,23.68,-15.96,22.18,86.74,0.0,24.03,7.16,0.01,48.7,argilo-limoneux,pastèque,maturité,400,0.01
2023-09-14,dakhla_oued_ed_dahab,23.68,-15.96,21.96,86.46,0.0,25.13,6.79,0.01,30.8,argilo-limoneux,poivron,germination,550,0.01
2023-09-15,dakhla_oued_ed_dahab,23.68,-15.96,21.91,88.6,0.0,25.56,6.29,0.01,55.6,calcaire,pastèque,maturité,400,0.01
2023-09-16,dakhla_oued_ed_dahab,23.68,-15.96,21.89,87.83,0.0,24.09,6.13,0.01,16.7,argileux,courgette,floraison,500,0.01
2023-09-17,dakhla_oued_ed_dahab,23.68,-15.96,22.29,87.01,0.0,22.99,6.14,0.01,35.9,limoneux,tomate,croissance,600,0.01
2023-09-18,dakhla_oued_ed_dahab,23.68,-15.96,22.12,84.87,0.0,18.75,6.36,0.01,37.8,limoneux,pastèque,germination,400,0.0
2023-09-19,dakhla_oued_ed_dahab,23.68,-15.96,21.75,80.65,0.0,16.09,7.34,0.01,39.7,limoneux,melon,floraison,400,0.01
2023-09-20,dakhla_oued_ed_dahab,23.68,-15.96,21.74,81.51,0.0,21.26,7.51,0.01,29.1,sableux,tomate,croissance,600,0.01
2023-09-21,dakhla_oued_ed_dahab,23.68,-15.96,22.06,80.06,0.0,20.36,8.04,0.01,67.1,argileux,courgette,germination,500,0.01
2023-09-22,dakhla_oued_ed_dahab,23.68,-15.96,21.35,84.45,0.0,23.11,6.75,0.01,16.2,sableux,tomate,floraison,600,0.01
2023-09-23,dakhla_oued_ed_dahab,23.68,-15.96,21.56,88.49,0.0,24.16,6.48,0.01,54.5,argilo-limoneux,courgette,germination,500,0.01
2023-09-24,dakhla_oued_ed_dahab,23.68,-15.96,21.51,84.23,0.0,22.99,6.8,0.01,16.2,limoneux,melon,maturité,400,0.01
2023-09-25,dakhla_oued_ed_dahab,23.68,-15.96,21.39,86.91,0.0,21.33,6.4,0.01,37.7,limoneux,melon,germination,400,0.01
2023-09-26,dakhla_oued_ed_dahab,23.68,-15.96,21.47,86.55,0.0,20.96,6.99,0.01,20.9,calcaire,melon,floraison,400,0.01
2023-09-27,dakhla_oued_ed_dahab,23.68,-15.96,21.43,89.42,0.0,20.18,6.85,0.01,35.2,sableux,melon,germination,400,0.01
2023-09-28,dakhla_oued_ed_dahab,23.68,-15.96,21.3,88.57,0.0,22.43,6.34,0.01,51.9,sableux,pastèque,floraison,400,0.01
2023-09-29,dakhla_oued_ed_dahab,23.68,-15.96,21.55,91.2,0.0,22.34,5.72,0.01,44.8,sableux,courgette,maturité,500,0.01
2023-09-30,dakhla_oued_ed_dahab,23.68,-15.96,22.14,91.4,0.0,21.53,6.33,0.01,30.9,limoneux,tomate,croissance,600,0.01
2023-10-01,dakhla_oued_ed_dahab,23.68,-15.96,24.4,68.49,0.0,23.38,4.84,0.0,52.5,sableux,courgette,maturité,500,0.0
2023-10-02,dakhla_oued_ed_dahab,23.68,-15.96,23.58,70.05,0.0,22.38,5.36,0.01,35.2,calcaire,tomate,germination,600,0.01
2023-10-03,dakhla_oued_ed_dahab,23.68,-15.96,23.79,70.16,0.0,22.76,4.89,0.01,27.6,argilo-limoneux,tomate,maturité,600,0.01
2023-10-04,dakhla_oued_ed_dahab,23.68,-15.96,27.49,49.23,0.0,19.97,4.73,0.01,63.2,calcaire,tomate,floraison,600,0.01
2023-10-05,dakhla_oued_ed_dahab,23.68,-15.96,26.51,50.1,0.0,20.19,5.01,0.01,39.9,sableux,melon,floraison,400,0.01
2023-10-06,dakhla_oued_ed_dahab,23.68,-15.96,25.9,53.29,0.0,21.07,3.73,0.01,25.8,calcaire,courgette,maturité,500,0.01
2023-10-07,dakhla_oued_ed_dahab,23.68,-15.96,25.21,56.72,0.0,22.08,2.86,0.01,45.0,calcaire,tomate,croissance,600,0.01
2023-10-08,dakhla_oued_ed_dahab,23.68,-15.96,23.42,75.25,0.0,21.53,2.28,0.01,63.5,calcaire,melon,floraison,400,0.01
2023-10-09,dakhla_oued_ed_dahab,23.68,-15.96,24.06,74.41,0.0,20.34,2.76,0.01,27.0,calcaire,melon,germination,400,0.01
2023-10-10,dakhla_oued_ed_dahab,23.68,-15.96,26.44,52.39,0.0,22.38,3.62,0.01,24.0,sableux,melon,croissance,400,0.01
2023-10-11,dakhla_oued_ed_dahab,23.68,-15.96,26.16,50.14,0.0,22.59,5.03,0.01,34.1,argilo-limoneux,courgette,maturité,500,0.01
2023-10-12,dakhla_oued_ed_dahab,23.68,-15.96,25.13,56.8,0.0,22.26,4.97,0.01,31.0,argilo-limoneux,tomate,croissance,600,0.01
2023-10-13,dakhla_oued_ed_dahab,23.68,-15.96,26.46,49.64,0.0,21.12,4.1,0.0,56.2,limoneux,courgette,croissance,500,0.0
2023-10-14,dakhla_oued_ed_dahab,23.68,-15.96,25.12,64.75,0.0,21.33,1.73,0.01,21.8,sableux,poivron,maturité,550,0.01
2023-10-15,dakhla_oued_ed_dahab,23.68,-15.96,25.37,57.31,0.0,22.17,3.32,0.0,62.8,sableux,poivron,germination,550,0.0
2023-10-16,dakhla_oued_ed_dahab,23.68,-15.96,23.74,75.24,0.0,19.84,4.54,0.01,48.6,argilo-limoneux,courgette,maturité,500,0.01
2023-10-17,dakhla_oued_ed_dahab,23.68,-15.96,23.23,89.5,0.0,21.28,4.23,0.01,27.1,argileux,melon,maturité,400,0.01
2023-10-18,dakhla_oued_ed_dahab,23.68,-15.96,23.18,91.97,0.0,21.06,4.95,0.01,30.5,argileux,courgette,croissance,500,0.01
2023-10-19,dakhla_oued_ed_dahab,23.68,-15.96,22.65,89.41,0.0,21.28,4.4,0.01,72.8,argileux,courgette,croissance,500,0.01
2023-10-20,dakhla_oued_ed_dahab,23.68,-15.96,23.19,88.62,0.0,19.97,2.92,0.01,66.6,argileux,melon,germination,400,0.01
2023-10-21,dakhla_oued_ed_dahab,23.68,-15.96,23.25,90.7,0.0,21.57,2.82,0.01,32.9,calcaire,tomate,floraison,600,0.01
2023-10-22,dakhla_oued_ed_dahab,23.68,-15.96,23.19,88.75,0.0,19.26,3.02,0.01,55.3,limoneux,tomate,maturité,600,0.01
2023-10-23,dakhla_oued_ed_dahab,23.68,-15.96,23.11,83.49,0.0,21.07,3.63,0.0,29.2,sableux,tomate,maturité,600,0.0
2023-10-24,dakhla_oued_ed_dahab,23.68,-15.96,23.05,78.32,0.0,20.81,6.74,0.01,54.9,calcaire,pastèque,germination,400,0.0
2023-10-25,dakhla_oued_ed_dahab,23.68,-15.96,22.37,76.54,0.0,20.19,7.65,0.01,68.1,argilo-limoneux,pastèque,floraison,400,0.01
2023-10-26,dakhla_oued_ed_dahab,23.68,-15.96,21.62,83.2,0.0,20.7,6.65,0.01,34.8,limoneux,poivron,germination,550,0.01
2023-10-27,dakhla_oued_ed_dahab,23.68,-15.96,21.21,87.24,0.0,20.62,6.27,0.01,71.1,sableux,pastèque,maturité,400,0.01
2023-10-28,dakhla_oued_ed_dahab,23.68,-15.96,21.33,87.91,0.0,20.74,5.78,0.01,25.5,argileux,poivron,croissance,550,0.01
2023-10-29,dakhla_oued_ed_dahab,23.68,-15.96,21.17,89.61,0.0,19.94,4.55,0.0,30.3,argilo-limoneux,courgette,maturité,500,0.0
2023-10-30,dakhla_oued_ed_dahab,23.68,-15.96,21.3,90.43,0.0,19.7,2.55,0.0,47.0,argilo-limoneux,pastèque,germination,400,0.0
2023-10-31,dakhla_oued_ed_dahab,23.68,-15.96,21.54,90.2,0.0,19.44,3.36,0.0,40.4,calcaire,tomate,floraison,600,0.0
2023-11-01,dakhla_oued_ed_dahab,23.68,-15.96,22.5,83.9,0.0,19.09,6.22,0.01,36.8,sableux,poivron,floraison,550,0.01
2023-11-02,dakhla_oued_ed_dahab,23.68,-15.96,22.09,84.02,0.0,19.49,7.24,0.01,53.7,argileux,courgette,floraison,500,0.01
2023-11-03,dakhla_oued_ed_dahab,23.68,-15.96,21.24,85.05,0.0,19.89,6.74,0.01,56.4,argileux,pastèque,germination,400,0.0
2023-11-04,dakhla_oued_ed_dahab,23.68,-15.96,20.76,85.23,0.0,20.31,5.64,0.0,38.1,calcaire,poivron,floraison,550,0.0
2023-11-05,dakhla_oued_ed_dahab,23.68,-15.96,20.76,85.59,0.0,19.99,4.77,0.0,67.0,calcaire,courgette,germination,500,0.0
2023-11-06,dakhla_oued_ed_dahab,23.68,-15.96,21.24,85.9,0.0,19.13,5.98,0.0,69.6,argileux,melon,maturité,400,0.0
2023-11-07,dakhla_oued_ed_dahab,23.68,-15.96,20.61,79.2,0.0,19.91,6.97,0.01,20.4,limoneux,melon,floraison,400,0.01
2023-11-08,dakhla_oued_ed_dahab,23.68,-15.96,20.26,81.25,0.0,19.2,6.76,0.0,66.6,sableux,poivron,floraison,550,0.0
2023-11-09,dakhla_oued_ed_dahab,23.68,-15.96,20.15,81.94,0.0,18.08,7.21,0.0,67.8,limoneux,poivron,maturité,550,0.0
2023-11-10,dakhla_oued_ed_dahab,23.68,-15.96,20.75,80.53,0.0,18.29,6.24,0.0,67.0,limoneux,melon,germination,400,0.0
2023-11-11,dakhla_oued_ed_dahab,23.68,-15.96,20.72,81.05,0.0,17.96,6.07,0.0,70.6,argilo-limoneux,melon,maturité,400,0.0
2023-11-12,dakhla_oued_ed_dahab,23.68,-15.96,21.2,74.28,0.0,18.4,5.41,0.0,64.5,argileux,courgette,maturité,500,0.0
2023-11-13,dakhla_oued_ed_dahab,23.68,-15.96,23.04,50.43,0.0,18.44,3.54,0.0,40.3,limoneux,courgette,germination,500,0.0
2023-11-14,dakhla_oued_ed_dahab,23.68,-15.96,23.52,50.03,0.0,17.92,3.59,0.0,56.7,argilo-limoneux,pastèque,floraison,400,0.0
2023-11-15,dakhla_oued_ed_dahab,23.68,-15.96,24.24,48.11,0.0,18.82,4.14,0.0,62.5,argilo-limoneux,tomate,croissance,600,0.0
2023-11-16,dakhla_oued_ed_dahab,23.68,-15.96,22.36,59.16,0.0,19.05,4.86,0.0,27.0,argilo-limoneux,poivron,germination,550,0.0
2023-11-17,dakhla_oued_ed_dahab,23.68,-15.96,21.86,61.88,0.0,18.79,4.75,0.0,19.9,calcaire,courgette,floraison,500,0.0
2023-11-18,dakhla_oued_ed_dahab,23.68,-15.96,22.57,53.05,0.0,18.79,4.66,0.0,57.8,calcaire,poivron,croissance,550,0.0
2023-11-19,dakhla_oued_ed_dahab,23.68,-15.96,23.04,47.71,0.0,18.74,3.84,0.0,42.1,limoneux,poivron,maturité,550,0.0
2023-11-20,dakhla_oued_ed_dahab,23.68,-15.96,24.32,43.02,0.0,15.5,3.48,0.0,56.2,sableux,poivron,floraison,550,0.0
2023-11-21,dakhla_oued_ed_dahab,23.68,-15.96,23.67,45.8,0.0,13.09,3.59,0.0,20.1,sableux,courgette,floraison,500,0.0
2023-11-22,dakhla_oued_ed_dahab,23.68,-15.96,22.42,55.36,0.0,16.58,4.45,0.0,67.6,argilo-limoneux,courgette,croissance,500,0.0
